Puzzle	Elapsed Minutes	Estimated Minutes	Standard Deviation	Difficulty	Improper
....14.....43......8....3...27...6.98....2.7.4...8..3.6.19....2.7..41.........9..	4.90	266.93	35.87	0	0
..51..7..18.2...95..3.......5..6..8....8.2....3.....7..........42...8.69..65.41..	6.29	322.71	155.31	0	1
.8.4...2.....6....63....5.4..489.2.........6.8.962........379...1............837.	10.39	530.64	173.25	1	0
..........3.2...9.7..1.34.5..........4.8...5.1.2...6.9...9......7.....239..5.1..8	4.52	295.76	64.60	0	0
5....4....3.6...4....7..8.2.75...9.3..6..7..19...1.2....49.2....8.........283....	7.75	410.09	116.77	1	0
.3.8.9..1..7..6.......4.3.5.94..3..2.........2..5..19.4.5.........7..2..8..9.4...	14.74	566.39	190.59	1	1
..5.9..6.......5..2..4.8..7.5...4..21..........96..4.3.27.8...5...9.....5.3...8..	5.51	224.15	52.14	0	0
14..2.8..7.8....4....8..63.8..34..5..7.596...39........5....12.....6...44..7.....	13.18	667.82	357.97	1	0
....4..5..1.6.......7...23.....2...9..9...1.3...4.3...6..73......5.64.....21..74.	9.17	267.44	63.58	0	0
.1....3.....8.2....98....747..4.......6....9..45.9.21...4..3......1..5...7..2....	5.53	275.82	46.73	1	0
..47..81.96...124.81..6..........5.7......1....3....9.6...3..7..7.1...82..5..94..	7.14	195.48	37.09	0	0
.....43..5.8...6...2.8.5.1..84..61...7.1..2..1...73......9..76....6...5.8.......2	18.06	641.87	204.89	1	0
.1...9....4.....9...7.6.2..8..5.14....1...5....48.3..7..9.348..3......2....7...5.	4.50	184.41	33.89	0	0
...1.5....839.765..........6.7...1.5.2.....9..4.8.3.2.2.17.45.8...2.6....6.....7.	4.28	156.66	28.50	0	0
..2..9....9....47..3.72...91..6..8....3........42....6.....3.8.841....3....4...5.	11.38	401.60	121.16	1	0
4......193..8.9..5..8..7..4...4.......2...6.....7.6...9..3..7..6..9.8..223......6	5.91	207.05	41.37	0	0
.6..8...9..2..3..5..75...8..4..7.3..3..8.6.............14...5..7..3..6..5...9..24	7.34	190.38	32.32	0	0
.1.....5....897.....7...4...7.....4.3.......9..9.457.61.......3..6.2.5...84...29.	4.55	259.77	51.30	1	0
....4.........6....8....34.3.2..91.67..2.3..99..6.8......8.5..........3...7...9.8	10.84	541.09	142.23	1	0
.1.....94.....6...4....57.66.13......3.....6......43.52.57....8...5..2..19.....4.	6.65	274.72	54.60	0	0
....8..1........266.....5.9........5..3..49..2...7....5.6.....748........17.5.3.4	5.83	301.24	51.97	0	0
..9.8.....2.5....7...2.73.1.7.3.......6.4........6.71.4.........8..2..6..3.9.51..	8.12	446.24	181.35	1	0
.254.......86.....1...25.....6.931.......82.....1.6.34.....4..85.......9.71...5.2	8.56	259.67	32.04	0	0
....2..5.7.94..3...1......4.2....7..37...5.8.8.5.......4.39.......2879......4....	13.38	1069.61	354.16	1	0
..74.28...2.....9.85.....14...8.5....3.....7.1.......2..92.85...72...94...1.6.3..	4.02	154.74	23.54	0	0
......73.9.43.....5..29..8.....1.87...27.91...67.5.....9..46..7.....54.1.15......	3.23	108.98	11.77	0	0
...9.42............7.....8.5.......1.437..85.....5..9.8..3.2..9.3.....6.1..6.5.72	13.82	748.40	538.83	1	0
.6.4....851.3..2.9.....2....5...4..7.....89....427.5...7..15..3.3.......94.7..1..	13.51	533.76	149.29	1	0
.7.....6.1.4..62.39....5..1...8.1...6...5...8...3.2......1.3..64.5...3.9.8.....2.	13.66	725.82	407.50	1	1
.5.9..1..7....4.2...485......9..1...1.....95..26.7.3..23..4...7.6....4.8.........	14.15	1052.05	1012.83	1	0
.6.4...8.7.......3..41.82.5..6.5.4.1.........5.3.6...89.7..53..2.........3.....9.	4.98	202.23	38.18	0	0
...1..2.6..9.48....71.....82.........8..3..14.1....7..5....7.4.....5.6.38.2..6...	9.94	225.28	44.86	0	0
38...6..9..4.7....19..3....7.16..9.............2..51.4....6..18....2.5..8..7...43	15.42	757.05	351.86	1	0
....23...2...7.5.8...8...43.........4..2..81..295..4...52.......4...17..3...9.1..	18.18	662.80	365.53	1	0
.459.8....7.4....62.3..1...1......6.3.9.....5........9...5..9.17....4......6.987.	5.46	245.10	39.84	0	0
...5.1....4.....3..29.8.1...684.231............19.682..8..6.24..7.....5....2.....	8.86	667.89	163.02	1	1
...4..3...8..73.....4.8..2.2.65.1...8......4..5..9........3.579.9.8........1...6.	14.53	675.69	326.39	1	0
9....78......3.....836.25..4..7....8.....5.9.5...286.7..7...4...2......16.8.....2	8.12	452.95	117.98	1	0
52......1.....1.....7.8.2.....9.68.2.........1.64.5..9..8...9.....6.4...27.....15	2.79	161.15	19.79	0	1
..9.6.3.1..49.27...6..........8.6............8..4.5....1.....5...62.39..9.3.1.8.7	11.87	732.93	186.14	1	1
..43.9....986...4......4.982.3....54....5....45....7.613.5......7...391....1.78..	3.91	130.31	16.75	0	0
3..8.4.19.......6....6..34.95.....38.....81..4...5......3.2....8.29.....1..5.....	12.60	216.08	35.94	0	0
.9....1.....3....27..8...6.....3.49...75.43....5.9.....6..2...74....58....1....5.	13.97	892.16	336.90	1	0
....85.1..7.....3......2.....1....7958.4..3...3......22.4...........9....19.6.4.8	5.33	308.08	59.56	0	1
..7986....92..7....8......5.21...4..7.6..43.9..4...15.4......2.......54....5.1...	3.90	172.38	33.90	0	0
..5...2.7.37.5..8..9.3.2......2.1..9.........4..9....6.8.5.6.4.....3....1.....6.5	9.99	224.16	32.82	0	0
....1467..........9..36..2.2.6..79...7.........16....8.1..83..7..........8397.1..	36.84	2871.66	1541.61	1	0
......4619...8.....6.2........6.2.3........9..41..3........4.16....57..253......7	6.15	347.54	72.69	1	1
..2...9.1...4....5.1.5.7......12....4....5...69.3..5........6.8....3..2.3...89...	4.17	127.91	14.87	0	0
....1794.............3.6.....3.2...5...7....29.8....644.......98...51...1..2.95.8	5.05	183.29	23.93	0	0
....4......1...6..3..2.85..69.5.1.2.........61......832.4..9..7..9...8......5....	8.02	420.69	148.31	1	0
...9...8...486.7...9...73..31....6.........9...6.....5.5.2....17...9...6.....357.	6.87	235.28	34.83	0	0
....3.47.15.8...9.7..4...........36.5.8.....2.16..........95..8.8......9.23.4....	4.68	198.15	33.55	0	0
7....8.4.........335.....1.....5..6..729......1..3....4...9...5...4......251...37	4.37	314.62	52.17	0	0
....54.......6..4..1..3..59...57.6.1.97...2...3.1......4...98..7.8.....2.........	5.21	163.73	20.67	0	0
...7.3..1.6.......1...2.....5..3.2.7...9.61..6.1.5..3...3.6...8.......4.8..5.4..9	10.85	870.67	305.32	1	0
.7..5.......1......4....859....7.4...8.6.1.2.3.7.8....156....7......2.......9..4.	8.62	261.74	42.56	0	0
6.4...3.8...9..6.2...2.3...7.......6.9.....4....5.2....1...8.7.5...7...9..3...4..	10.22	512.65	140.70	1	0
.9.86..54..2.54...3.....6..5....89.7....2....6.34....1..1.....5...59.1..25..41.9.	14.65	441.80	103.62	1	0
.8.....93.....7.6......31.7...9..85.5.........29..1.....38......9.2.....47.....36	5.66	210.36	38.67	0	0
...3....1.2..1.68..8.....3.64.12...5....9....5...43.2..7........68.3..4.9....7...	15.02	488.57	324.68	1	0
72......6..39..4....813....1..8......9.....1......9..7....7......1..378.5......63	11.32	493.00	103.26	1	0
....1..98..5...27..8..2...1....6....9.45....2......346.9...7..541...6...5.2.419..	4.01	130.07	15.87	0	0
.3....45......9.31...2.5.....1.27......9....3.596.....5....4...6.........4..8.16.	20.48	1328.42	663.09	1	0
..75.4..2..47.....82...1.6.78...........7.61.1.36.....4...8.5....8.5...63......4.	10.15	395.46	135.01	1	0
..14....9......7...3......2....8..73.6.1...9.17..5...........3...5.2.4..7....36.8	9.83	388.59	138.98	1	0
.6.....9..12.5.64.3.......7.........4.1.9...8...8.2..9..6..89...8.3.7.2.1.3.....5	12.19	719.47	454.02	1	0
...1.59......8...13....2....7.2...3..5.....7..9...4.6....9....79...3...6..47.8...	10.13	568.33	175.40	1	0
...7..6..1......49.471........32....2.......5.6..87........695.3.......6..9..4.2.	20.00	901.77	210.70	1	0
..7...8..2...8...65.......3.625.794....1.9....194.863.3.......96...9...8..4...5..	6.10	148.47	20.84	0	0
...8.......23..86...1.5..9.....8.9..54...26...3.....5.2......4.....3.....8..9...7	8.55	317.29	53.23	1	0
...3..7...18..5...6.2..1....61...9.85.......73.....61...38..5.9...2..84...9..3..2	4.38	179.38	23.26	0	1
..4.9.......6....12....478..4..5..6.8..3.2.....3.7......5...1.7..91......3....5..	25.21	1165.64	492.96	1	0
56...8...3...62...1....5.......1..2..917...8...8.....3......6...4.2....7.564....9	5.59	260.74	44.38	0	0
..4...8...5.2.3.6.3.......7..1......4.71.23.5.9.....7.7.5..4..69...1...2.4.....8.	14.30	1004.76	371.63	1	0
.8....4..7..1.45......6...8.43..8.....89.2....2.45.8..93...5...........2..2..9.7.	6.76	360.61	59.80	1	0
16.8...975....7..4..71..2...3....5.9.........8.9....2...2..56..7..4....265...8.73	6.59	135.02	17.88	0	0
...9.7..8....6.....368.279..23...6.............8...45..196.852.....1.........5..4	16.60	691.52	297.52	1	0
......613...56...7..2..8..9..3.4....9..8..........7..4..1....2....47...178.62.4..	7.12	310.31	244.61	0	0
.1.6...7..3284.9.........2.4.91.......52.3..4.....5....6....3.71...7.........85..	5.11	198.57	27.52	0	0
.1.34..9.7.51.................8.317...........58..963............76..8.2...497.6.	7.23	260.09	55.38	1	0
....79..4.3.....28......73...9....5..87.9....21.....6..95..7.......26......51....	5.48	177.98	27.79	0	0
...1.4.....8...3.7.5.....8....2.8....635.1....1.....2...5.7.6.....6.5....47...29.	6.27	262.70	67.97	0	0
.49.8.....6...........1.7....5..7.6.7...5693.9...............58...3...72.1.8.....	7.86	227.81	38.74	0	0
...8..4.9....73....52.1..6..4....7.5..634..1..1....6....81...5...4......7...3....	4.28	254.34	78.98	0	0
.12...3...5.....8.6..7.3....91.5.....8.4.6.5.....9.83....9.1....3....74...4...59.	8.14	219.00	69.35	0	0
.......3.69........4.15....2.....47....37856..........9..4....676..9.......21.3..	6.77	235.86	47.60	0	0
....2.81.2.........1..934....4.7....5.26.4..3....1.6.....75..81..6.....7.9.......	4.56	190.37	25.47	0	0
....358...6.....9...9...7.5.357.4............2...5...1.2.4.8.7....6.7.....8...2..	12.60	502.02	178.01	1	1
..76....9..6.3.8...5..72.....9..14..4....965.....4..236....7..879........24....6.	11.35	636.93	262.89	1	0
.1.......74..8..2....2.6.....4...9...7.6...5...6.9.2.......1...18.52...7.3.....8.	26.48	1661.06	978.54	1	0
8...4...3.7.2.3.9.2.9...6.....7.5.....6...1...5.....87..34.69......8......8.9.3..	13.32	725.28	309.86	1	0
75......2.24..5.79...47....21.3.98....9...5...............6....3..1...4....7...83	23.66	715.45	167.85	1	0
.5..94.6.2.....5.8......39.....7....4..2..7..7.....951.26.47...5.1..8..2.4...5.7.	2.66	132.40	23.27	0	0
..8....2.....3...7...15.4..76.....5...1....7.2..6...8..4.87...1.5...3....8......9	6.19	230.28	57.24	0	0
4.35.1.8......4.95..6..8.....5...1...6.....3...7...9.....4..8..14.6......7.3.96.4	13.22	388.59	161.58	1	0
.5...73....7..8.4.2......5.14.3..2.............28.4.6..8...2..6...5..19...14...7.	12.25	448.64	126.97	1	0
........8...283..1.3....59......8..4..9.4.3..1..5..7...92...6..5..87..2.4........	6.80	265.37	44.52	0	0
.2.8....4....6.9..8...4.23.......7..67.....1.35.7...2.2....5.6....48.....9.13.4..	10.17	705.43	280.88	1	0
.9..2.4...6.....154....38.....8..7..81...........5..9.5.2.9...7...2785..3.......9	9.75	1140.88	356.44	1	0
1...8..3...3..57..2....6........1..5.........7.5.....8...46....819....4...6.7.35.	6.74	262.23	40.13	0	1
.1....69...5....38.....45....23.9.8...1..72...69...1.....4......4.93....8...65...	5.34	253.52	58.17	0	1
....9.......6.....179..3...73..6.....5...819..9.1....4....152..8.4...3..3....7...	3.88	227.92	41.69	0	0
.9.5.3...1....7...4.....9.8.6.2...84......2.6..8..13.9.85.2....9.2.......1..8...2	19.62	557.01	276.98	1	0
..........679.3...5..7..4369.5..87...2.....8...45..2.9276..9..1...1.5.7....6.....	8.84	414.21	115.70	1	0
.....2...71.4....85......7.....24...65..1....8....7.262..3.....9....16.5..3.5....	6.21	288.50	43.19	1	1
6..8..35.9.1.....6...41.9.....9..1...5.........95.2..3...2...8..8..7.2..7.4......	3.62	197.19	24.38	0	1
...47.3.........94....381.5.......27...3.7...25.......7.351....89.......4.1.6....	5.20	240.42	33.40	0	0
7.63.........1......2..9.5.....3...5.849..16.2.9.5.....1.5..2......7.........85.4	11.07	858.62	428.71	1	0
.51.6...4....1....2..3...5.......82...28.65...3........9...1.453..6.....4...9.18.	11.76	660.25	150.93	1	0
..62..1...38...49......3.5....79.....2.8.6......542....1...9.7..63...5....74..8..	4.85	254.94	40.54	0	0
89..2..1.............7.8..3..7.4.2...6.3.5.4.95.....7637.....84............6.1...	9.04	584.54	308.89	1	0
.....1...3.......2.5683..1.2.....76...57..4.84.8............69...1..3...92..67...	9.66	443.88	106.57	1	0
2..3...........31..7..2...8...1..8..85.........3....674....71.....95.....12..4.95	7.74	258.38	75.52	0	0
.....76...7...9..23..1.....26.........4...9....1....6.....86..774.9...3...64...5.	3.77	384.26	69.90	1	1
..3.5..7.8.9......7......89..87.1...5.......6...6..1..47.5...........6...15.9.2..	3.63	213.97	32.56	0	0
7...6.5.4.5.8.....2.65..8........48.9.......1.23........8..12.7.6...7.......4..16	5.97	160.16	21.91	0	0
..5..24...4.73....1.......6...4.1.9........2..9.2.5...4.......7.8...3.1...79..3..	24.34	1620.40	990.77	1	1
6..9.8...3...2...4...1...8..6.....3...98.41...74.......8...5.2.2.......1...7....3	8.47	680.12	291.99	1	0
...54..7......82..2.....91...4.1..2.5.....4.6.6....8...47.....9..28......9..5....	3.91	214.45	26.99	0	1
..14.57..3...2.9....4....2.6.8.19...4.......9...76...8.3....2....5.....3..95.24..	7.76	432.94	126.60	1	0
.6........12..8.9.....35.2.....57....4...6.7.2.7...1..6...4...5......74..38.....9	10.52	391.58	114.80	0	0
7.42....3......1....6..95....2..1..6....5...8...3.69..6.54...1...3......4...2...7	11.76	458.84	116.77	1	0
...6..49..7......8.......12.1....3....3.7.6...94..2...3..46....5.2..8.......23..6	16.12	351.09	61.07	1	0
2...48.5....3.9.........198.7.5...13......2.7392.......21.8.4..7.8.........265...	4.14	192.94	29.57	0	0
9..3.2..8..38.59....59..1..8.......7.7.2.1.9.6.2.9...4..........4.....51...1.3...	7.24	499.53	186.79	1	0
..5...38....36...9..29.....15...4.....81..96..2....4......5...48....15......4...7	19.38	759.83	302.51	1	0
...4....1.2...764.....9.8..8.....5...918.273...2.....9..4.6.....832...1.9....1...	4.50	178.50	23.83	0	0
.2.....73...1.....4..7..62..31.8..........7..27.6..9...8..56.1..........9..31.4..	14.52	771.59	260.68	1	1
5.46.........5..3.9....1..27...1...4.9.4...8...1..3.........4.8.4..6...9..28..61.	14.76	946.29	286.24	1	0
.....79..27..6...5..8..5...3......74..154..3......6....234......9...85....4.....8	16.13	234.14	37.30	0	0
.....2.38....97..1...4..26..14...3.2..6....875.....9..2.7..8.....3..6...4...5....	14.08	499.37	471.97	1	0
..3..6...6.....3.85..2.9.....9....178.6...2.427....9.....1.5..2..8...4.1...8..6..	17.05	801.94	338.60	1	0
1.......2..5...9...6.4.2.7....9.8......367....3.....2.98.....635..6....462.....17	12.57	226.48	106.41	0	0
..21...7.63..5..1.......5.8.98.......4.....5.......3..7..8..4...6.57..29.1...9...	4.72	270.79	43.52	0	0
24.....5.5.......2...1......5.9.6.1..38...59.....5.3..7..3....16.......4.2.....6.	4.81	249.39	44.71	0	0
7.......9..3.4...7.54....3..2.498...............673.2..91...3..3...6.1.2....8...6	23.09	1734.83	734.90	1	0
.2.5...3...57.84....9...5...1...2.....4...15....8.7.6...2...6....86.32...7...4...	7.16	352.69	68.21	1	0
.....4..6.43.1..9..51...8..9....57...8....4.....78.9......926..39...7.8...8.4....	16.79	279.48	64.45	0	1
.6.4...8....1....559.2...3623......8.........81.....23.....9..2...6.5..1.8...4.9.	4.11	242.18	69.57	0	0
...8.2.9.1.2...3...6..5..1.5....9..2..7...5..2.......7.7..3..6...1.......9.6.4...	3.16	242.75	48.13	0	0
.6..9...23..8.7.1.....2...4.7...21398.1....6..9.1........6..5...8.73....6.92.....	12.28	1056.41	553.64	1	0
.81.2.3....36.14...4.....6....9.3.....2.1.7..19......8.........9.85.62.33.......7	4.97	330.51	71.79	0	0
..5...8..28.3.5.94.361.472....7.2....2.....6....9.3....924.758.35.6.8.41..4...2..	3.14	103.47	12.71	0	0
...7..4...861...7.9......8.2...7...6...4.3...81..2...5........8.5....13...15.6...	12.88	525.10	241.56	1	0
.3.1.8........5..7..537.8..7.....1.2..6...3..5.24.3.69..8...2..4..5..........6.4.	15.89	584.28	232.21	1	0
7..5.9...1....48...5.....4...86..5..27....3...9..1...6...4..65......67...4..7.9..	3.73	233.85	49.42	0	0
5..........1..392.93.7...6..794.1...............9.815....8...93......58.4.5......	12.18	750.23	244.51	1	0
....6.452...4186...........845....9.7.....1.5.......6..7.253....681......9.......	7.88	676.83	188.19	1	1
4....3..23.5........92..6...8.....7......2....54....9...81.59....7...8.65..4.8..1	11.70	436.10	138.58	1	0
....5..7.87...219..4.1.6....12...3..4.......7..6...24....9.5.2..936...18.6..8....	3.73	128.83	21.20	0	0
.51...37...........7.5.8.29.95...24...........1....6..3..7.6.58.....1.....2....6.	6.79	454.60	184.59	1	0
.97..3.5.5.......92..9....6..8.75......4...6.4..2............7.6...8.5...19.4...2	19.47	781.32	320.61	1	0
...73..5.3..56..9.....24.....8....236.......15.....4...8.1......4...56.7.7..46...	10.45	631.01	276.35	1	0
...398......2.1....3.....7.7........54.....89.1.....3...7..53...2.4.3.6....98.15.	5.00	308.37	53.59	0	0
.....9.....6.....58.2....9........722...98...7..3....4.516......7....1.89..5.7.6.	17.02	685.94	294.69	1	0
........1....9.82...7...6..92.7......83...9.......1.43..93...7..45.6....1........	7.09	380.52	54.06	0	0
3.......271..8..35..8...7...526.4.1.............5.3.7...3...9..19..5..8.6.......4	6.25	233.74	35.17	0	0
..4..652.6....9...8.2...1..72..5.......6..........2.473.1...6.8........3.698..4..	18.23	922.46	423.56	1	0
..83.91...9.4.5.8.7.....9.66.7.3.2.9........132.....6.....83...4.......5....2....	10.85	636.05	143.25	1	0
..35..8..61..4...2..4.8....2.5...4..1..2.9..6...........1...7..8..36...5.9.....3.	6.11	240.93	42.22	0	0
.9...8.........8..3...7..46..9..12..6.3.....52..85...7.6.3.......1.....3..5.4..7.	18.03	745.25	252.20	1	0
.........4..7.596.....9.2..5...........8.2..6..65..4...2..4...3.3...978..1.......	8.25	742.86	508.06	1	0
2..1..7.....9....2..4.7..1.....98.....7........1753........69.53.24..1...6.....43	12.51	380.59	113.91	1	0
.86...72....3.7...7.......4..4...6..9.......827.....39.1.2.5.4.4.27.93.66.74.81.2	3.64	96.36	14.24	0	0
.1.....7.6......34..943.1...2..7.4.3.....5.2..98......78..9.6.....58.......3.....	15.08	548.90	244.73	1	0
.453.1.6.....6....9.6...8...34.1.5.6.........6...9.24.7.3..........4.....12....7.	18.53	737.91	265.52	1	0
4.1.........648....2...9....9....568.8....1.3..3..5...3.8.5......2..378..54.....6	3.80	253.20	39.88	0	0
.2...9..89..5...4.....8..7..1.75.3....34..1.78.....5......43....94......1..69....	3.48	222.07	31.32	0	0
1....9..4.963....8.......62..5...2.....6.......81...9.5..2.8...9.3.1....7...4.3..	5.73	124.31	18.73	0	0
4......83.....3.......2.....5.....4...71.93..1.38.59.67.......4...5.6....26...5..	9.79	981.85	340.16	1	0
...6.1.9...3.8..2..7.....167..5..9...9......54.....83....2.61..249..3.....6.7....	6.92	180.79	21.36	0	0
.....17........3.54...6...1..1..39..5...2...6..94..1..9...8....2.3.....4...3.5...	6.34	508.23	383.01	0	0
...........37.85...4.925.6..64....8.....7....5.......313..6.7282.7...1...........	4.82	272.70	43.27	0	0
..3.8..........2...9.7.4.......2.48.........72...58..152..491..6.....5....481.9..	4.33	191.36	21.36	0	0
2.4...1.9....47......9.8.....13.45....31.58.6....8.....1.....6.6.5...4.14.......7	15.56	1302.39	661.60	1	0
..78......58......46.29.......3...9.2..5.8..4.8...6..7....21.49......87..9....5..	5.07	106.47	11.96	0	0
.......3.......5.2..2..846.8..7.3.1..95..6..72.....3....8..5....1..2.......69....	5.95	341.34	80.96	0	0
...95....3....7..5.96.8..........58...31.........26.7..2......47.5..31.........27	11.55	476.81	110.66	1	0
3..5...2......1..6.5.......2...7..4.7..3.9..1.4..6......2....7.5..9......6...35.8	9.80	498.82	170.64	1	0
.4..5..9.5.......68...2........96..8..3..1.2.9.1.....57.....4.3.3.2.........45.1.	8.02	263.50	31.41	0	0
8.....2....3..8.....1.36.8....56..41...19.3..2..........26....554....9.......78..	9.24	640.91	198.31	1	0
.6...8.....1..7..8....2.1..75........9....85....3.2.76.4..1.5..3...8.4.....7.9.8.	6.75	269.11	42.05	0	0
8.96......5.....76...51.2.........47.9.1...5..7..43....8.......1...2....3.....164	11.04	428.55	123.54	1	0
..5..9..........524...2.6......9.4....963..2.6.....719..27.5..3.1..62..8.5...124.	2.71	103.84	12.17	0	0
.2.5........987.3.7...31..5....4.7...5....426..76...594......8.581.9.....76..89..	4.04	132.35	25.68	0	0
..758......53.9...98.4...7.81......4..........6...7..8...8...29..9...6.....1.45..	4.79	180.93	21.99	0	0
...9..74..7.8..39.6...........3...62.........85...7..........34.42..9..5..6..2...	7.44	252.81	34.19	0	0
.9.1.......7.3..62..3..4.7......9..1.2.....3....7.82....89..4..26..4.8.......1...	8.25	687.93	259.59	1	0
..694.3.5.....1....52.6..........18.5...9...3.3...8....8....52....5.....1...394..	4.28	231.27	30.34	0	0
....5...2.54..798..7.8.9.6...35.47..4.......5...3..1...8.9......25..38..1........	6.32	196.78	41.45	0	0
...6............12....3..6.7.95.....1....3..7.3..94.28.84..7.9.....8.2.6......7.4	4.93	214.90	72.86	0	1
..18.6..7..3..1.5...47..2..1.73.4.......9.......5.26.1..2..74...7.4..9..4..6.31..	4.18	153.18	23.19	0	0
7........14...9....85.6.1....89.........1...96...74.5.5....12....7...36..6.3...14	12.91	616.07	156.39	1	0
9.......8.761.........6.32......3.7....9..5...1.74.....45.8.9.......526.6........	10.82	853.59	280.03	1	0
5......38......9....956427............2..94..35.....8...........4.792.5....648...	6.17	210.97	31.68	0	0
9.....3...8.....7..7.36..4..9.24.......6.8........1.9....123....4.....86..2......	10.22	877.80	358.35	1	0
2....9....7.52...16.3.........2....9..4...587...8.1.....7...6..465............3.8	8.23	234.55	78.55	0	0
2..9.......4......83..12.6..5..9.6.3943...8216.2.3..7..7.14..86......7.......8..5	3.27	151.73	18.24	0	0
...5.2.....1...5.3.......6..934.7.1..1.....2..2.6.37...7.....4.5.2.....6...8.4...	4.80	201.22	29.97	0	1
3..6.5.....1.2......93..7.5...8..4.3.....1.6...3..61..9.4...5..........25..4..9.7	17.90	991.24	716.87	1	0
....3..91..8.9.....21...3........5.48..4.......7526......1.....6492..8..1...5.2..	7.61	352.15	87.30	1	0
..8.....4...1..7..1....9.6..7...6.5.......2.7..35....1.6..9..2...42..1.99...47.8.	6.39	219.68	38.69	0	0
.9....5...7..653.22......467...8....1.2.3..74.486........8...2...34.7.8......64..	4.39	141.60	23.38	0	0
62......1......32....19..6...5.89.............96.5.7....3..4..71.76....82..9....3	12.78	776.51	304.80	1	0
...1.8.6.4..5.....7...6...986.....5.....2....24......19..4....6.....5..8.8.9.3.1.	4.04	252.52	52.59	0	0
.273.864.5..............8...9.....2.3.......82..4.6..18.......9..16.5....6...1.37	9.02	858.57	431.15	1	0
8...9...6..51.42..21...6.8........9.4..8.9....3..........4...27..9..36......7...1	7.72	371.60	60.40	1	0
..3....4...7.1.....81.32....2...9..8....47.5.....26.19....7...5.7.....6..52....83	7.50	322.45	152.74	0	0
4..9....3.268.....9...13.....57..6.2....864.........78..1..72..2......31.63......	10.50	905.64	545.39	1	0
...57..921....3.7...962.....83...71..7.............45.25..49.....1.6.5..........4	7.61	170.16	27.42	0	0
..18.74..9.......1.2.....6....2.8...4.......85..1.6....76...31..34.1.2......7....	5.60	202.01	53.22	0	1
..5..8....2....73..746.3........6..776..8........5.6.1..2.....5...82....8..4....3	6.30	445.40	89.62	0	0
...16.....5..7.81...1.......4...627.89..435...........6.3..5.........738.8....4..	10.93	492.39	104.56	1	0
...8.3.........78...2...6...7.5.2.46.6.......83.1.9..21.3...9........83....9.4...	8.01	436.20	134.14	1	0
...8......53..1...8...........1...84.9......242...36...3....5..97.4.62.1....7....	7.16	256.71	40.75	0	0
..5..4....2...13.984.9.2..169....5.7...2.5.......6....1......2....41...3.6.5...8.	2.71	155.41	19.62	0	0
..879..........3..5.48.....173..6...4.....1.....3...4..2..7.........1.828.6....5.	8.75	598.62	201.16	1	0
....5.1...78.419.......98..4.....5.6...9.6...2.9.....3...3.......51..28...1..5...	7.16	302.45	56.82	1	0
.74.....5.....7..6....9..3...3.15.....7.6...8.4.....7......6.84..6....2..9..8..5.	6.79	742.05	248.87	1	1
......5....4.....1.1..269.7.....5......3..72...37.8.5.1.2......6...17....59...6..	4.97	288.88	60.87	0	0
...48..95....2..41...5.78...19...4...7...4.3.8.....9.2.9...5....8..6...91.32.....	11.10	451.81	108.25	1	0
..5....9.3.......794.........782....28.4.9.73....3562.....8...61.......5.2....4..	9.89	652.99	599.75	1	0
29......6.......7..5...68.17.6.8.....2.......9.817.......5..42.....9......5..7.9.	9.05	657.02	241.04	1	0
27....41...........61..9..7.5.6..7.....4.7.....9..8.5.4..2..96.3..........7....81	7.03	433.40	88.19	1	0
.7.6.5.2......7...4.......1.2.....4..1.....7..8.2.3.6.8.51.9.....9.7.4......6....	8.74	435.36	81.67	1	0
4...7...3.8.2.4.5...2.357...74....9.9.3...1.5.2....38...9.8.......9.1.3.6........	7.03	484.15	117.53	1	1
8...1.......5973...6.4.......7....6..9....4.8.85...19.7.8..........29..4...7.1..5	8.47	234.88	48.34	0	0
....4..6.6..9....1.197....5.4.....5....31.2....3...8...8..3.........419.3....5.4.	4.16	270.37	61.72	0	0
7...........3.1..2.6.8.71.............4.92..38...3.2.1......8....3..8..9..65...4.	11.41	644.56	189.84	1	0
6.9.8.1.31..7.2..4..7...8...........7...2...8..3...91....6.1..........4.46...8.39	8.11	227.92	67.50	0	0
52......6.4..5..8..6.183.4..9...8.7...17..4......4......2...3..68.....9....2.7...	25.85	1334.33	627.35	1	0
........2.3..5.76......4.83.5.8..4...49..7.1...7..2.5.79.4......65.9..4......1...	14.45	1427.24	570.77	1	0
.7.....2...4.....8....251......8....268..3...1......65....3..7....59...3.16......	11.94	883.52	281.32	1	1
9..7...12.3..6....1.......8...41......8...6.....5.9...7.......3.1..9..4.49...3.7.	5.41	269.21	56.81	0	0
3....26.88.....92.1....6.7..8.....9.6.1..5...7...1.....4.8....7...........643....	6.11	368.16	60.07	1	1
...3.1......4.6.5...6...7..629....75.51...9....4...6....81.3....7..9..6..3.....1.	13.42	811.58	431.99	1	0
.63....82........7..95.......81...6...6.9.21.3...58.........8.3.4.3.....2.7.1..9.	11.55	341.95	114.30	1	0
.....7....3..8.276.46..21..8.4.......6.....8..9....3.2..38..5...81.29.3....3...6.	9.83	542.57	184.64	1	0
....9.3...1....5..5634....1....8.6..3.......7..4........8..3752.79....8.....1....	11.58	365.38	112.39	0	0
..7..21...9..47.2.........8...5.........8..4...26.95..45.....91.........3.6...2.5	4.86	269.78	54.29	0	0
.......4..15..49.2.6....8.5...3.2.76.....5....3.97.1....1..3..4...5......981..2..	8.97	253.56	45.98	0	0
